Names,label,clean_tweet
ؤإنلهو ظكجص مشينأ,0,ؤانلهو ظكجص مشىنا
ءغهإجي قأؤء عسثرن,0,ءغهاجى قاؤء عسثرن
غزتضعم ةرخكتؤ ئىآؤ,0,غزتضعم هرخكتؤ ئىاؤ
آىهإاز غكآبج زجظئغ,0,اىهااز غكابج زجظئغ
ضغزط لقثزذ وثفذص,0,ضغزط لقثزذ وثفذص
عءلنمش باذعئ فقأصس,0,عءلنمش باذعئ فقاصس
ظهدذسن ةآإسج ضسئذةن,0,ظهدذسن هااسج ضسئذهن
ضرود مدةؤ فقثئحم,0,ضرود مدهؤ فقثئحم
خكضذقه ءظذصش وآزهأء,0,خكضذقه ءظذصش وازهاء
حثؤزر غفقي دفثحةب,0,حثؤزر غفقى دفثحهب
احإض فسشمن ةبفغت,0,احاض فسشمن هبفغت
حآوخء يؤفة صمزأ,0,حاوخء ىؤفه صمزا
نىئص ذطعا اهسنك,0,نىئص ذطعا اهسنك
أجضحيد ثبنكإ ئشكد,0,اجضحىد ثبنكا ئشكد
ةرلض خلحصبم حظخر,0,هرلض خلحصبم حظخر
أكئخن عيذجب عفرئ,0,اكئخن عىذجب عفرئ
فوءعمش غذصت غعطم,0,فوءعمش غذصت غعطم
خضزذآ إاةظ عحآهض,0,خضزذا ااهظ عحاهض
جكأوطة دثةيرج ضةشفو,0,جكاوطه دثهىرج ضهشفو
تؤنطآ إزمضبه لزحذئر,0,تؤنطا ازمضبه لزحذئر
لؤشبذح كخةغ مإكنذ,0,لؤشبذح كخهغ ماكنذ
زصئيبج يفكا ومغأج,0,زصئىبج ىفكا ومغاج
ؤزقش ذارضع طئنبأ,0,ؤزقش ذارضع طئنبا
آدفصوم اآشأ أسؤف,0,ادفصوم ااشا اسؤف
جظكل اكخص ذطردو,0,جظكل اكخص ذطردو
نقإم شضسزك غظبهؤ,0,نقام شضسزك غظبهؤ
قهغج آعءد فصءضؤ,0,قهغج اعءد فصءضؤ
يهجورا زسيتف ظجيؤء,0,ىهجورا زسىتف ظجىؤء
هظآر ىةذقور طلضزج,0,هظار ىهذقور طلضزج
دآذسؤو ؤحجفأث شتءصزأ,0,داذسؤو ؤحجفاث شتءصزا
خحضى جطيفه ودةى,0,خحضى جطىفه ودهى
ئخؤع ظترعىأ أاءجطن,0,ئخؤع ظترعىا ااءجطن
أغكداف جبذء خبلئ,0,اغكداف جبذء خبلئ
ىذدعئ ظحمنث ضحنط,0,ىذدعئ ظحمنث ضحنط
آحلشسؤ ضميئإر ادذة,0,احلشسؤ ضمىئار ادذه
فآىء نإئآظ عوإذكغ,0,فاىء نائاظ عواذكغ
يسعشظ ةطؤتوآ إحرضعذ,0,ىسعشظ هطؤتوا احرضعذ
ءقإئ ختمحقس يذإحآى,0,ءقائ ختمحقس ىذاحاى
شوخزج حمشغ سصدقء,0,شوخزج حمشغ سصدقء
وىحآي زوىخ إةطذ,0,وىحاى زوىخ اهطذ
ذمصشك غؤبط ضذتلوغ,0,ذمصشك غؤبط ضذتلوغ
جفنلتأ خدصي جعيحذة,0,جفنلتا خدصى جعىحذه
ىةذبآل كسفقجؤ اضإلهأ,0,ىهذبال كسفقجؤ اضالها
لقخيفش رمآن ءتول,0,لقخىفش رمان ءتول
رىدك حفآرى يصكمسخ,0,رىدك حفارى ىصكمسخ
أحغفت ئملا لحغشند,0,احغفت ئملا لحغشند
خاةع ئضؤو ءىرخص,0,خاهع ئضؤو ءىرخص
علته فقسعؤ فةزغي,0,علته فقسعؤ فهزغى
ضظةإح سئدعمأ غشفث,0,ضظهاح سئدعما غشفث
سإال ظثإقر حاصي,0,ساال ظثاقر حاصى
بظغذ ؤشسف زبذؤش,0,بظغذ ؤشسف زبذؤش
كءبن ريخهذ نعؤك,0,كءبن رىخهذ نعؤك
آءةحود عصأدضئ لطةحث,0,اءهحود عصادضئ لطهحث
ةذدبق إءكرح رطءلص,0,هذدبق اءكرح رطءلص
ذوبغحل مظضىسو بستنزو,0,ذوبغحل مظضىسو بستنزو
إلحخ شمبج الطإر,0,الحخ شمبج الطار
قتخدكأ خكحآهش وزأآت,0,قتخدكا خكحاهش وزاات
ءآخى زىبذق ضظزءو,0,ءاخى زىبذق ضظزءو
أهلذ دوسصحف زتهان,0,اهلذ دوسصحف زتهان
فضعذ زضفتة إغنارص,0,فضعذ زضفته اغنارص
صآظاجس أمىبآث وإشيج,0,صاظاجس امىباث واشىج
ثشئهخ سظأش طأفرش,0,ثشئهخ سظاش طافرش
شصذضخ آجدحث رعطذد,0,شصذضخ اجدحث رعطذد
عكغء قرلنئ ضفزقن,0,عكغء قرلنئ ضفزقن
زلآىظ تيفجة ءفقط,0,زلاىظ تىفجه ءفقط
محذةىي ظوطذ دطذأ,0,محذهىى ظوطذ دطذا
يذؤءضج هتضفب يتغؤءم,0,ىذؤءضج هتضفب ىتغؤءم
اقطسح نضتطهئ لأدءخ,0,اقطسح نضتطهئ لادءخ
ءغزخث عكضأمث شذزب,0,ءغزخث عكضامث شذزب
لضبخئ ةكؤق ئلقدب,0,لضبخئ هكؤق ئلقدب
ئعواخض هئضزغؤ نثطء,0,ئعواخض هئضزغؤ نثطء
اعموتض ظعكيصس ةىهب,0,اعموتض ظعكىصس هىهب
ئلدثخع عثكظأ قةآث,0,ئلدثخع عثكظا قهاث
لجشغز نةشدج عصهاكى,0,لجشغز نهشدج عصهاكى
كهنثز ئةإلر حدىغمخ,0,كهنثز ئهالر حدىغمخ
آفظء قلخطت إعحد,0,افظء قلخطت اعحد
تحىمل ذعبصط فؤسجعق,0,تحىمل ذعبصط فؤسجعق
ءحطة آذاضهؤ ئحخدقغ,0,ءحطه اذاضهؤ ئحخدقغ
لسءج غءلشآز ائحدت,0,لسءج غءلشاز ائحدت
ذثؤغةش خةهآإ كغفذما,0,ذثؤغهش خههاا كغفذما
آسصنع زقشؤطخ شجءؤإد,0,اسصنع زقشؤطخ شجءؤاد
شغىوة صشذجآط لظحىع,0,شغىوه صشذجاط لظحىع
أرهذ خجآصضا ثحتغ,0,ارهذ خجاصضا ثحتغ
ءآعل أزذئ ايأةش,0,ءاعل ازذئ اىاهش
طبغدن صةإمعس مئلغع,0,طبغدن صهامعس مئلغع
جفصءس فةنكدت اعخئؤ,0,جفصءس فهنكدت اعخئؤ
دئعىز ثسجةئع ئطاأظ,0,دئعىز ثسجهئع ئطااظ
سرجنءم جكصشئا زآهصشر,0,سرجنءم جكصشئا زاهصشر
ورعف ارهك طوحثغف,0,ورعف ارهك طوحثغف
هوءطخى فىند يسرحكق,0,هوءطخى فىند ىسرحكق
يرىع طلإشس صؤمته,0,ىرىع طلاشس صؤمته
آغشذي نغاةفك مبعهدغ,0,اغشذى نغاهفك مبعهدغ
وثخإجط لصعف ءةنشت,0,وثخاجط لصعف ءهنشت
ءوعا طءحص أمنؤغر,0,ءوعا طءحص امنؤغر
عافهت جذإفص شالعةذ,0,عافهت جذافص شالعهذ
ؤنثفأ ثوءعمك يةفجنذ,0,ؤنثفا ثوءعمك ىهفجنذ
رىصتيش ةجبأ تمشث,0,رىصتىش هجبا تمشث
جءنرظ قثهد يهزدث,0,جءنرظ قثهد ىهزدث
ثءوز ثخنر ؤدىب,0,ثءوز ثخنر ؤدىب
ثئاذ يغشح ظصثطرى,0,ثئاذ ىغشح ظصثطرى
ظقإثذ ضطىمش دتثن,0,ظقاثذ ضطىمش دتثن
سأةش ئعضنكإ زخكغط,0,ساهش ئعضنكا زخكغط
أمذد مءسبفة كآطىرث,0,امذد مءسبفه كاطىرث
ظىطزحن ثكصض تفدضع,0,ظىطزحن ثكصض تفدضع
دأذظشج كحدىن تأظن,0,داذظشج كحدىن تاظن
ثحءأة فئهي دجيغؤ,0,ثحءاه فئهى دجىغؤ
غظخؤ كيخجغط ىتةغ,0,غظخؤ كىخجغط ىتهغ
إرآقظة خشآذ صزدحنأ,0,اراقظه خشاذ صزدحنا
طباصقه أمةىآ زؤيجم,0,طباصقه امهىا زؤىجم
خناىسغ دءصز ةءاطقع,0,خناىسغ دءصز هءاطقع
تصدح حوتى بظغآدل,0,تصدح حوتى بظغادل
دؤءز فمتنؤز كغظطجخ,0,دؤءز فمتنؤز كغظطجخ
شتدغ ئشظذد أخصهف,0,شتدغ ئشظذد اخصهف
حزآغع هثنئ عدصضوز,0,حزاغع هثنئ عدصضوز
أىيبص صحنس دفئذا,0,اىىبص صحنس دفئذا
طعذحقت لآقوثي ئفشهذة,0,طعذحقت لاقوثى ئفشهذه
محذخآ نظءزدة خسكجنت,0,محذخا نظءزده خسكجنت
ىشهإ زمةد بردثهذ,0,ىشها زمهد بردثهذ
شطجء ئإذز ذسئخش,0,شطجء ئاذز ذسئخش
ثيفإىح حةبثذ دنيضق,0,ثىفاىح حهبثذ دنىضق
قيكأ خءذؤضر رخذغ,0,قىكا خءذؤضر رخذغ
سفءى تةريم صثبكهف,0,سفءى تهرىم صثبكهف
افتجط ذظجآ قزشلإ,0,افتجط ذظجا قزشلا
ءرقيد ؤيسق تلءأف,0,ءرقىد ؤىسق تلءاف
هعنآج خبىسمغ بيىاضو,0,هعناج خبىسمغ بىىاضو
متجؤقط لمىن آدهفمء,0,متجؤقط لمىن ادهفمء
ئنءف آىإقي الظنح,0,ئنءف اىاقى الظنح
جذصظء زبأمف ؤئفلذا,0,جذصظء زبامف ؤئفلذا
لفآمي ئضتهلع تسوك,0,لفامى ئضتهلع تسوك
نرثفج أرسل ئبذآس,0,نرثفج ارسل ئبذاس
مذفر غعطىمد عىتث,0,مذفر غعطىمد عىتث
خآأشلص وةسنج صطظفؤ,0,خااشلص وهسنج صطظفؤ
ءىوفه جلوطر إئخاضب,0,ءىوفه جلوطر ائخاضب
إنخط ئآثتيء يظزص,0,انخط ئاثتىء ىظزص
طضيئ لسطآكإ ثرأذفخ,0,طضىئ لسطاكا ثراذفخ
بضنشغ نشآوت هجباحد,0,بضنشغ نشاوت هجباحد
وذإدمر يذءرآ آإؤج,0,وذادمر ىذءرا ااؤج
ةشؤدذك قبشكسئ ئزجء,0,هشؤدذك قبشكسئ ئزجء
دلظض خاظبؤ إظوه,0,دلظض خاظبؤ اظوه
حغقفتب ثآقاه سؤإوع,0,حغقفتب ثاقاه سؤاوع
ذغيعأ ءفطقب اقيدف,0,ذغىعا ءفطقب اقىدف
تظنؤ ؤخئظ ؤرةنبم,0,تظنؤ ؤخئظ ؤرهنبم
يإكثخف إخغزؤس قلآإ,0,ىاكثخف اخغزؤس قلاا
سطؤي آزإك همعثغ,0,سطؤى ازاك همعثغ
بسثخطذ شقلف آصظاي,0,بسثخطذ شقلف اصظاى
شءمدكث ظطنتج قخثظحف,0,شءمدكث ظطنتج قخثظحف
حآشم قىتؤ وئىؤ,0,حاشم قىتؤ وئىؤ
ظنصعخ ثكعض فبظد,0,ظنصعخ ثكعض فبظد
لرمشع غؤزكن ضكتغ,0,لرمشع غؤزكن ضكتغ
حآةردز عوريىأ رخآئإظ,0,حاهردز عورىىا رخائاظ
مأتلذ آإظذخ يثبكه,0,ماتلذ ااظذخ ىثبكه
نظسثىع وهعءم آىوبيظ,0,نظسثىع وهعءم اىوبىظ
حجذطظش اغضو قإلؤز,0,حجذطظش اغضو قالؤز
ظأىكذص طعحتذ حضخؤآأ,0,ظاىكذص طعحتذ حضخؤاا
غرخضذف اجمدخ سربىظ,0,غرخضذف اجمدخ سربىظ
حكشنا ئصشىم تشدىع,0,حكشنا ئصشىم تشدىع
ظفلور ظصشآز شىاثضط,0,ظفلور ظصشاز شىاثضط
دثحوه ئينع جظطاب,0,دثحوه ئىنع جظطاب
ذثىخ ىحئدص سزبدف,0,ذثىخ ىحئدص سزبدف
هإسزدغ سىؤصظ نشةئ,0,هاسزدغ سىؤصظ نشهئ
دصشىت ئزأعس صةذرجل,0,دصشىت ئزاعس صهذرجل
هذلنإ لتشس عمرخ,0,هذلنا لتشس عمرخ
اطءحع ديذكرز ضءكؤيع,0,اطءحع دىذكرز ضءكؤىع
طىنآؤ عفضا شثمأة,0,طىناؤ عفضا شثماه
ةثىش إدظيضف صءجظ,0,هثىش ادظىضف صءجظ
ئهؤةغك لخبتئغ حشسإ,0,ئهؤهغك لخبتئغ حشسا
غذىظرؤ سصىلغك إقءئم,0,غذىظرؤ سصىلغك اقءئم
شقصمس ثفؤزن ظولقذ,0,شقصمس ثفؤزن ظولقذ
ىعإوذء طصوزم مذسءح,0,ىعاوذء طصوزم مذسءح
إغحأى رقغعوض لمطخء,0,اغحاى رقغعوض لمطخء
جدقىع خنؤفقغ نبجتغع,0,جدقىع خنؤفقغ نبجتغع
لإتى ئثةضقك جدطآ,0,لاتى ئثهضقك جدطا
غئلزخ لصآخثر ؤمطوى,0,غئلزخ لصاخثر ؤمطوى
هطغسو غىطفي مكءديت,0,هطغسو غىطفى مكءدىت
باخطت لغقو ذعهخة,0,باخطت لغقو ذعهخه
اثسأهؤ رشثدا ذجظأيف,0,اثساهؤ رشثدا ذجظاىف
إتثشءؤ ثضزذ لتقأا,0,اتثشءؤ ثضزذ لتقاا
بآصهع زيمءىض كشلب,0,باصهع زىمءىض كشلب
ؤثغجرح أمؤذ جذظدفب,0,ؤثغجرح امؤذ جذظدفب
ؤعجي حعكص لدءذ,0,ؤعجى حعكص لدءذ
رؤفتم خظإحةس أتنل,0,رؤفتم خظاحهس اتنل
ءألؤ إنلح هعاشب,0,ءالؤ انلح هعاشب
ئبحلآ آبضدوذ زمهذبض,0,ئبحلا ابضدوذ زمهذبض
هقىب شةكأطإ غدهش,0,هقىب شهكاطا غدهش
بإوئه ذصئة مآضش,0,باوئه ذصئه ماضش
قثظرت صءإلزح قرؤئ,0,قثظرت صءالزح قرؤئ
جدشص بظفقعة ذجئثق,0,جدشص بظفقعه ذجئثق
جمغشع صوسش ئلآبك,0,جمغشع صوسش ئلابك
ذشئنظ ذثخضق صأكذ,0,ذشئنظ ذثخضق صاكذ
تحبوقز يبؤخآ ىبطزل,0,تحبوقز ىبؤخا ىبطزل
آشئطب غظتدء صدهك,0,اشئطب غظتدء صدهك
غحضثذا نخثأؤ ضؤركفب,0,غحضثذا نخثاؤ ضؤركفب
لإرد وبرأ كؤخء,0,لارد وبرا كؤخء
سثئى ةزئناش ءاحشة,0,سثئى هزئناش ءاحشه
كئءغل ئخوعغ تضسف,0,كئءغل ئخوعغ تضسف
يلطوش عمسا لاجعوه,0,ىلطوش عمسا لاجعوه
غشثح شدتمذث رغأش,0,غشثح شدتمذث رغاش
سذزثىي تئسة شزفإض,0,سذزثىى تئسه شزفاض
ئقغسآ ظاطشل إأقى,0,ئقغسا ظاطشل ااقى
ذةزغ آأرغإ خىفؤ,0,ذهزغ اارغا خىفؤ
زرخضع أيهؤرز دصلب,0,زرخضع اىهؤرز دصلب
ظبدضل خكيءحؤ وفمئ,0,ظبدضل خكىءحؤ وفمئ
تشىءع طنظآ فؤدزةا,0,تشىءع طنظا فؤدزها
قتثآؤا شذصث ضإشآط,0,قتثاؤا شذصث ضاشاط
غزقهضل بقئسجع ظحصذ,0,غزقهضل بقئسجع ظحصذ
جضبءخد شقخاكج عديا,0,جضبءخد شقخاكج عدىا
ىذحثأ ئكله ظجضقئ,0,ىذحثا ئكله ظجضقئ
رئومنإ ؤكرحت خايق,0,رئومنا ؤكرحت خاىق
دخءثظو ئؤهطدا آتوأفج,0,دخءثظو ئؤهطدا اتوافج
يبأسغك صماتو غمثرطض,0,ىباسغك صماتو غمثرطض
فطقة زأذشاظ جقثتك,0,فطقه زاذشاظ جقثتك
ئىنمتل ةنصهفح دغطو,0,ئىنمتل هنصهفح دغطو
بطشهي رزذءن نهميفس,0,بطشهى رزذءن نهمىفس
هحوصإل إبءفنز حعذآ,0,هحوصال ابءفنز حعذا
يعثس دذتةن سقئك,0,ىعثس دذتهن سقئك
دقأكنج قرؤث تزصن,0,دقاكنج قرؤث تزصن
بقمظزك مغدتن عاآذج,0,بقمظزك مغدتن عااذج
يئظؤ لذطبة تلحذ,0,ىئظؤ لذطبه تلحذ
جطسأ سجدن جورظضئ,0,جطسا سجدن جورظضئ
ءحفؤ ةرفعك ظءآباك,0,ءحفؤ هرفعك ظءاباك
كفظطد مئاعذ صتفآثس,0,كفظطد مئاعذ صتفاثس
إدبغ رئزد جظشكد,0,ادبغ رئزد جظشكد
تمكأي صهظك حعزفغإ,0,تمكاى صهظك حعزفغا
ئحكس خبتظ جمدلش,0,ئحكس خبتظ جمدلش
جتإضس ىئميزد اخئىو,0,جتاضس ىئمىزد اخئىو
ثطإص ئاآن طسلاآ,0,ثطاص ئاان طسلاا
آكفطث هرجآإف ذنإئ,0,اكفطث هرجااف ذنائ
عتزءرخ ؤخظضصى ذيوئء,0,عتزءرخ ؤخظضصى ذىوئء
خؤضءأ عشفل يالإ,0,خؤضءا عشفل ىالا
كثائ آستيح ئإدي,0,كثائ استىح ئادى
ىفبا ضخيث ذضءسج,0,ىفبا ضخىث ذضءسج
تئظأ دحإبأئ شزدره,0,تئظا دحابائ شزدره
ؤآيذوت لصكج إهسخ,0,ؤاىذوت لصكج اهسخ
حآىئز أخحيط ءرثسد,0,حاىئز اخحىط ءرثسد
جشذىاق بضءغ ورءفظ,0,جشذىاق بضءغ ورءفظ
صةمب داصظ خضأشوك,0,صهمب داصظ خضاشوك
كصبضأ ادخو سزيجط,0,كصبضا ادخو سزىجط
كفأثه صقؤإي تلصؤ,0,كفاثه صقؤاى تلصؤ
ثةئسفه وآحصج رذوةسا,0,ثهئسفه واحصج رذوهسا
ظطحشؤد عوآض قآخجظة,0,ظطحشؤد عواض قاخجظه
عصشم أيإحهة غريى,0,عصشم اىاحهه غرىى
قحسزئؤ زأإشء ضرجمن,0,قحسزئؤ زااشء ضرجمن
ثقبغ هءتو خيمط,0,ثقبغ هءتو خىمط
آبءوغت أشإآهز ظوركش,0,ابءوغت اشااهز ظوركش
آؤمضش قزبشهد ئرحيش,0,اؤمضش قزبشهد ئرحىش
حأيا طوذهظج كصجض,0,حاىا طوذهظج كصجض
اقغأز فقزلب رقعاش,0,اقغاز فقزلب رقعاش
صوضغج زهأغ خذبطق,0,صوضغج زهاغ خذبطق
وإرخحل ئزحىذف ىحفن,0,وارخحل ئزحىذف ىحفن
ءساك ذفوصاإ لفجهز,0,ءساك ذفوصاا لفجهز
رذدءع ذضفوسل دغزآذ,0,رذدءع ذضفوسل دغزاذ
ئخىسإط كأاصو شعوي,0,ئخىساط كااصو شعوى
زتوضلط ضزصآ بخهز,0,زتوضلط ضزصا بخهز
فدخظما غفقشؤى صذيكؤم,0,فدخظما غفقشؤى صذىكؤم
صهاضء فاغن لرجض,0,صهاضء فاغن لرجض
إيةط جغثعآك كءوثي,0,اىهط جغثعاك كءوثى
دىيحؤا قأطآىد خرسصة,0,دىىحؤا قاطاىد خرسصه
ةعخء ءثخم زمفستظ,0,هعخء ءثخم زمفستظ
رعزؤغس ءكصىلن ئيةء,0,رعزؤغس ءكصىلن ئىهء
ظذزثن اسمإعى منإليش,0,ظذزثن اسماعى منالىش
ءدؤآبي فسزثكذ إءئد,0,ءدؤابى فسزثكذ اءئد
صلهرفأ طءضوف ثؤخىب,0,صلهرفا طءضوف ثؤخىب
حدظرنض تمغيض هصتسف,0,حدظرنض تمغىض هصتسف
تيذإنخ وقفهذ جغوزتخ,0,تىذانخ وقفهذ جغوزتخ
نئهكبخ وطضغهؤ طرئمىك,0,نئهكبخ وطضغهؤ طرئمىك
رصقىئؤ هومخ حصكونأ,0,رصقىئؤ هومخ حصكونا
آذهىف مدىأص مرعذ,0,اذهىف مدىاص مرعذ
حضكآإأ إجبظقئ ذوطجتغ,0,حضكااا اجبظقئ ذوطجتغ
يثاطش ثإمء شتصح,0,ىثاطش ثامء شتصح
آغايء آقنغض مشىنفق,0,اغاىء اقنغض مشىنفق
لإحه جبآعير لحظث,0,لاحه جباعىر لحظث
كضؤاس ثكعق إهذش,0,كضؤاس ثكعق اهذش
وةىئقل طضفء نكذخق,0,وهىئقل طضفء نكذخق
جفبأؤ دصثىؤئ إكوي,0,جفباؤ دصثىؤئ اكوى
ضئنث ثيظهخ وزنذأء,0,ضئنث ثىظهخ وزنذاء
فحكئ خفضنر أهوج,0,فحكئ خفضنر اهوج
جهاع ىمآرإ ذيهن,0,جهاع ىمارا ذىهن
خبأغ زذسئأ زصةكع,0,خباغ زذسئا زصهكع
يءذظد ؤطظه ءزذى,0,ىءذظد ؤطظه ءزذى
صنءسآه غخقن ؤزصإق,0,صنءساه غخقن ؤزصاق
تفعىه عطمل أبمف,0,تفعىه عطمل ابمف
ضنوجإ هذشآ تسطصح,0,ضنوجا هذشا تسطصح
طجؤظأ عميإب نؤسةج,0,طجؤظا عمىاب نؤسهج
زةجدفب ذتةهظث بكآيجو,0,زهجدفب ذتههظث بكاىجو
إثبخظه ىبؤقسم خنضكي,0,اثبخظه ىبؤقسم خنضكى
كئامظ تدهة ءوتبأى,0,كئامظ تدهه ءوتباى
صقخشزط ذثإد أحىقي,0,صقخشزط ذثاد احىقى
تكخس قجةثخ فتحيةى,0,تكخس قجهثخ فتحىهى
ةيتط بخشسط تثطد,0,هىتط بخشسط تثطد
وأإجذه ذبىإ هخؤوب,0,وااجذه ذبىا هخؤوب
ثطذا يخىكأ زسإئ,0,ثطذا ىخىكا زسائ
أحاشيو مشىضغء تدول,0,احاشىو مشىضغء تدول
هنسآشب وقبطى اضبظ,0,هنساشب وقبطى اضبظ
تشدسط ىعطكا ذآوإمل,0,تشدسط ىعطكا ذاوامل
رفةغ نمسهب لخمز,0,رفهغ نمسهب لخمز
ىكغسبل صلعبآ هكحناة,0,ىكغسبل صلعبا هكحناه
هصقاك وخهتأم ءشدسى,0,هصقاك وخهتام ءشدسى
جخسقر توإؤلب آاظذ,0,جخسقر تواؤلب ااظذ
آإهب سلهبك كشتح,0,ااهب سلهبك كشتح
ؤثتذةش بظيرأ يحظزفغ,0,ؤثتذهش بظىرا ىحظزفغ
دكحسج ظغحذ ظمإد,0,دكحسج ظغحذ ظماد
صةدزإخ فلجع ءآون,0,صهدزاخ فلجع ءاون
طنسجضز تغجثية ذجانمة,0,طنسجضز تغجثىه ذجانمه
أكجإضئ بجهرز دجبسهى,0,اكجاضئ بجهرز دجبسهى
ظدوخ دمةص آثنرؤض,0,ظدوخ دمهص اثنرؤض
ؤءآظض ؤغظعفب ىهغؤبا,0,ؤءاظض ؤغظعفب ىهغؤبا
لغآة هدبت إئاضب,0,لغاه هدبت ائاضب
هقطذر طةىوس خئطأت,0,هقطذر طهىوس خئطات
شةعظن رإىذغ ةحأجإخ,0,شهعظن راىذغ هحاجاخ
زنجإ ونبآ دجوؤبآ,0,زنجا ونبا دجوؤبا
ةعحغ ظهإآئ امفكس,0,هعحغ ظهاائ امفكس
ؤثىنإ آغهكحب ؤةبطع,0,ؤثىنا اغهكحب ؤهبطع
وصخآ ورغزدذ لآؤعإ,0,وصخا ورغزدذ لاؤعا
مءغأك ظوفهى مشىل,0,مءغاك ظوفهى مشىل
إسةكو ةوأذس غؤئضثف,0,اسهكو هواذس غؤئضثف
ئتامن يرباءك آلجهخ,0,ئتامن ىرباءك الجهخ
انصوآح خرزآيه زؤظسش,0,انصواح خرزاىه زؤظسش
ردىق قامصإد آكذز,0,ردىق قامصاد اكذز
بطإاضس جرآىن سإلط,0,بطااضس جراىن سالط
شاهطز دطةاأ أيطوك,0,شاهطز دطهاا اىطوك
ثضعأله بضطاظ ادسعإء,0,ثضعاله بضطاظ ادسعاء
غسدجك جثمع ثذدطا,0,غسدجك جثمع ثذدطا
شآضطر أءشدبآ مكىن,0,شاضطر اءشدبا مكىن
ىدقشئء ئإكن قضرآزن,0,ىدقشئء ئاكن قضرازن
ىلثخ أئدمإك فدسخاآ,0,ىلثخ ائدماك فدسخاا
ذظتكض مهءةلخ ؤهعى,0,ذظتكض مهءهلخ ؤهعى
اكؤئة طءمدفا احوإى,0,اكؤئه طءمدفا احواى
ظحبوي قمثضط ئخإصع,0,ظحبوى قمثضط ئخاصع
ثدكغصض إغصهلم ايذة,0,ثدكغصض اغصهلم اىذه
مإجدسآ خنتهش آئشىء,0,ماجدسا خنتهش ائشىء
زظىذو ثيخحئ لصطأ,0,زظىذو ثىخحئ لصطا
وفةراص نخطةث حدةإعل,0,وفهراص نخطهث حدهاعل
طإصس شذيعزس ءجتلب,0,طاصس شذىعزس ءجتلب
كؤةبلذ ضظآم كيذوقة,0,كؤهبلذ ضظام كىذوقه
زصطحشل ثيكآ كتإيحغ,0,زصطحشل ثىكا كتاىحغ
هظودء تأدى ثكرذى,0,هظودء تادى ثكرذى
ءثلآت طلقذ يغفء,0,ءثلات طلقذ ىغفء
سثذظص هعدلضم قشبرت,0,سثذظص هعدلضم قشبرت
قضذلرؤ نذتآح أصاق,0,قضذلرؤ نذتاح اصاق
شدجن طليبف طزدبة,0,شدجن طلىبف طزدبه
حبمزث طهءجأف ثشهفآ,0,حبمزث طهءجاف ثشهفا
زمكب طةشسء وؤبةذ,0,زمكب طهشسء وؤبهذ
كزئق ائظكإة ضأجز,0,كزئق ائظكاه ضاجز
ثىترفأ ثزىؤ هضرصز,0,ثىترفا ثزىؤ هضرصز
لادرذص يةحمكى دسجئح,0,لادرذص ىهحمكى دسجئح
آجحيث دطآه ذنأسمز,0,اجحىث دطاه ذناسمز
ظنضطء صئزؤ ئتقظ,0,ظنضطء صئزؤ ئتقظ
كحيفه جأهوإ ءصفثنر,0,كحىفه جاهوا ءصفثنر
شؤئخة زفؤطذ آكعوت,0,شؤئخه زفؤطذ اكعوت
يذءبع ئءإث مزجغح,0,ىذءبع ئءاث مزجغح
نغتجشء خؤآك اطذه,0,نغتجشء خؤاك اطذه
عقةتأؤ رأغآ ةدطرب,0,عقهتاؤ راغا هدطرب
نختبي صذسض ئدفآي,0,نختبى صذسض ئدفاى
قءؤت إصشلغأ رعظاؤ,0,قءؤت اصشلغا رعظاؤ
صحخسي سنبط هؤثب,0,صحخسى سنبط هؤثب
صثءخش بهفءذش هثأء,0,صثءخش بهفءذش هثاء
شءحطأ لمتو حوهة,0,شءحطا لمتو حوهه
عبميث إجيئؤظ خوأبئه,0,عبمىث اجىئؤظ خوابئه
غأئءجر مصزط الطض,0,غائءجر مصزط الطض
شهمآح صعذآو رلصإءذ,0,شهماح صعذاو رلصاءذ
كيلجد وأيب ةبلأ,0,كىلجد واىب هبلا
لطشد كيلظ لغبو,0,لطشد كىلظ لغبو
هلكق خرلئة جزئضي,0,هلكق خرلئه جزئضى
زإغئيق ؤدقةكب حإثعر,0,زاغئىق ؤدقهكب حاثعر
بسأكؤ زبغج أنسغ,0,بساكؤ زبغج انسغ
شضنذ اعيءكم اعذةود,0,شضنذ اعىءكم اعذهود
تظقخ عةطثق طاصت,0,تظقخ عهطثق طاصت
آتذظ سىآصخع لىضذ,0,اتذظ سىاصخع لىضذ
ذفيؤة دحةئسل ؤإحذ,0,ذفىؤه دحهئسل ؤاحذ
مظطصئج كصفجاو إائي,0,مظطصئج كصفجاو اائى
زجحشاط وكحذ شأحبعآ,0,زجحشاط وكحذ شاحبعا
آمشىنت رولئب طكإثةه,0,امشىنت رولئب طكاثهه
شظسدج هظضحص هؤيظدة,0,شظسدج هظضحص هؤىظده
عثإصطه غيشوذؤ سطقأت,0,عثاصطه غىشوذؤ سطقات
ءبخع ظأءث آلودب,0,ءبخع ظاءث الودب
خنكي ئسبهد ىؤذلآظ,0,خنكى ئسبهد ىؤذلاظ
نضعؤثز ردوس ظةإغذ,0,نضعؤثز ردوس ظهاغذ
فعحك فآكحعب ضحجكؤ,0,فعحك فاكحعب ضحجكؤ
غنفخ ئنكإلح ىئمع,0,غنفخ ئنكالح ىئمع
صيشئى ظيإبس ابأة,0,صىشئى ظىابس اباه
